sample_id,timestamp_utc,month_block,segment_id,source_dataset,altitude_km,latitude_deg,longitude_deg,residual_mGs,Bx_model_nT,By_model_nT,Bz_model_nT,B_model_nT,B_model_mGs,B_teaching_mGs,Bx_teaching_mGs,By_teaching_mGs,Bz_teaching_mGs,is_anomaly,anomaly_type,anomaly_id,quality_flag
14,2026-01-12 09:03:30,2026-01,segment_1,200_stab,474.24825,14.421159,-50.821686,-136.767961093718,22152.8479245981,-6191.85256180418,11512.6452568596,25722.1443532179,257.221443532179,120.453482438462,103.738927898275,-28.9956464582829,53.9122319750876,0,normal,,normal_semisynthetic
15,2026-01-12 09:03:40,2026-01,segment_1,200_stab,474.28296875,15.06118,-50.951613,-107.749324598656,22164.6810399393,-6155.16302470215,12088.8513249991,25986.5242735699,259.865242735699,152.115918137043,129.744200152008,-36.0301464300876,70.7638581891747,0,normal,,normal_semisynthetic
16,2026-01-12 09:03:50,2026-01,segment_1,200_stab,474.322,15.693446,-51.080499,-115.0233954242,22169.8095976027,-6117.99493742349,12658.5044945178,26252.0105075025,262.520105075025,147.496709650825,124.560896709117,-34.3739052927957,71.1217055740537,0,normal,,normal_semisynthetic
17,2026-01-12 09:04:10,2026-01,segment_1,200_stab,474.4144375,16.964773,-51.341371,-90.5620124650174,22160.5967577416,-6040.87180418392,13804.3200135288,26798.1982948429,267.981982948429,177.419970483412,146.716297095612,-39.9941550323792,91.3927877686901,0,normal,,normal_semisynthetic
18,2026-01-12 09:04:20,2026-01,segment_1,200_stab,474.46771875,17.603194,-51.473289,-89.3497959912399,22146.2486351416,-6001.13229112888,14379.4763636909,27078.3909765534,270.783909765534,181.434113774294,148.387140063871,-40.209557496457,96.3472147530362,0,normal,,normal_semisynthetic
19,2026-01-12 09:04:40,2026-01,segment_1,200_stab,474.58734375,18.876457,-51.738369,-131.231512123616,22098.5194393377,-5920.32089911993,15525.0886633376,27648.2031778529,276.482031778529,145.250519654913,116.095118786568,-31.1025523644098,81.5614375202774,0,normal,,normal_semisynthetic
20,2026-01-12 09:04:50,2026-01,segment_1,200_stab,474.65328125,19.509454,-51.871192,-119.021045909135,22065.4348200194,-5879.55006527684,16093.5191073672,27936.6046617303,279.366046617303,160.345000708168,126.646820710062,-33.7462791486605,92.3703994781688,0,normal,,normal_semisynthetic
21,2026-01-12 09:05:10,2026-01,segment_1,200_stab,474.79809375,20.780261,-52.140103,-119.304946407667,21980.5463628643,-5796.91693320229,17231.6162090366,28525.0286856298,285.250286856298,165.945340448631,127.872588302426,-33.7237646501407,100.245522968721,0,normal,,normal_semisynthetic
22,2026-01-12 09:05:30,2026-01,segment_1,200_stab,474.959,22.051191,-52.412256,-138.524697665219,21871.3640891397,-5713.73839850242,18364.612407858,29124.9439913124,291.249439913124,152.724742247904,114.688579113501,-29.9615760443532,96.299951591646,0,normal,,normal_semisynthetic
23,2026-01-12 09:05:40,2026-01,segment_1,200_stab,475.04490625,22.684257,-52.549109,-140.613397400206,21808.0477046294,-5672.27841133539,18926.6451518955,29427.5990146811,294.275990146811,153.662592746606,113.875452474502,-29.6190323590978,98.8295839080962,0,normal,,normal_semisynthetic
24,2026-01-12 09:06:00,2026-01,segment_1,200_stab,475.2281875,23.953815,-52.826312,-150.94861159689,21663.4145060126,-5589.3845992304,20048.3587567298,30041.3288170809,300.413288170809,149.464676573919,107.782024634905,-27.8088751152783,99.746634899477,0,normal,,normal_semisynthetic
25,2026-01-12 09:06:10,2026-01,segment_1,200_stab,475.32559375,24.591565,-52.967031,-164.681639965236,21581.9545220636,-5547.97826637934,20608.842505094,30352.68049508,303.5268049508,138.845164985564,98.7243955871567,-25.3786468004572,94.2729963584305,0,normal,,normal_semisynthetic
26,2026-01-12 09:06:30,2026-01,segment_1,200_stab,475.52953125,25.860942,-53.250235,-158.488830338041,21402.4893899048,-5466.26175475679,21717.7727896373,30977.5438761503,309.775438761503,151.286608423461,104.524427261346,-26.6958608771021,106.064192855043,0,normal,,normal_semisynthetic
27,2026-01-12 09:06:50,2026-01,segment_1,200_stab,475.74615625,27.130304,-53.537871,-146.376230668452,21200.1868537712,-5385.72338423562,22816.9279072551,31608.0075001762,316.080075001762,169.70384433331,113.824106427759,-28.9160258777936,122.50441226691,0,normal,,normal_semisynthetic
28,2026-01-12 09:07:00,2026-01,segment_1,200_stab,475.8586875,27.763519,-53.683129,-132.845169387427,21090.8053218146,-5346.0598886366,23361.2505681593,31924.1359094322,319.241359094322,186.396189706895,123.143372180502,-31.2141633531985,136.399873282283,0,normal,,normal_semisynthetic
29,2026-01-12 09:07:20,2026-01,segment_1,200_stab,476.091875,29.029404,-53.977277,-147.770416103915,20855.3795199402,-5267.88987124507,24440.7931210048,32558.4073166987,325.584073166987,177.813657063072,113.899038912044,-28.769919667759,133.48032549918,0,normal,,normal_semisynthetic
30,2026-01-12 09:07:30,2026-01,segment_1,200_stab,476.21196875,29.66024,-54.125834,-131.452741423311,20729.7644101746,-5229.51783036833,24974.1963335055,32875.2410142339,328.752410142339,197.299668719028,124.408993655138,-31.3847778346383,149.881811086684,0,normal,,normal_semisynthetic
31,2026-01-12 09:07:40,2026-01,segment_1,200_stab,476.335625,30.297217,-54.277239,-142.511451499942,20597.358995226,-5191.17380226461,25509.5176433832,33195.4059083726,331.954059083726,189.442607583783,117.546910200931,-29.6254699893153,145.580070745517,0,normal,,normal_semisynthetic
32,2026-01-12 09:08:00,2026-01,segment_1,200_stab,476.58865625,31.564893,-54.582968,-126.490828013977,20317.290928069,-5116.05797543168,26564.5059014257,33832.518878302,338.32518878302,211.834360769043,127.211939252517,-32.0329939009651,166.327406688686,0,normal,,normal_semisynthetic
33,2026-01-12 09:08:20,2026-01,segment_1,200_stab,476.8493125,32.829905,-54.894299,-147.55926580368,20015.981493511,-5042.63024021826,27602.5050576457,34466.8815001516,344.668815001516,197.109549197836,114.467596638264,-28.8378446253232,157.85348403567,0,normal,,normal_semisynthetic
34,2026-01-12 09:08:40,2026-01,segment_1,200_stab,477.116375,34.091551,-55.21151,-172.103198646674,19693.9414342538,-4970.79442601177,28621.7995232501,35096.5459039862,350.965459039862,178.862260393188,100.366084190115,-25.3326218887353,145.865059577494,0,normal,,normal_semisynthetic
35,2026-01-12 09:08:50,2026-01,segment_1,200_stab,477.25296875,34.725918,-55.373706,-140.003474888914,19523.9596914172,-4935.14455771202,29127.8878668797,35411.5024451536,354.115024451536,214.111549562622,118.049361774528,-29.8397801732324,176.118401536997,0,normal,,normal_semisynthetic
36,2026-01-12 09:09:00,2026-01,segment_1,200_stab,477.3899375,35.35559,-55.536586,-133.303779586769,19349.9442087664,-4900.03175195788,29625.7584684417,35722.7688860062,357.227688860062,223.923909273293,121.29281370304,-30.7152636729538,185.705527827619,0,normal,,normal_semisynthetic
37,2026-01-12 09:09:20,2026-01,segment_1,200_stab,477.667375,36.614913,-55.868267,-145.923992828021,18986.245923899,-4830.49244322172,30607.4309764805,36340.4185791359,363.404185791359,217.480192963339,113.623689231516,-28.9082093639657,183.1709775269,0,normal,,normal_semisynthetic
38,2026-01-12 09:09:30,2026-01,segment_1,200_stab,477.80871875,37.249649,-56.038601,-142.473367691054,18795.0916318807,-4795.71467665884,31094.766587504,36648.8588886758,366.488588886758,224.015221195704,114.88452129161,-29.3136844272979,190.0659727575,0,normal,,normal_semisynthetic
39,2026-01-12 09:09:50,2026-01,segment_1,200_stab,478.090625,38.50569,-56.382331,-145.93526652824,18401.5766324609,-4727.23036867983,32043.502331048,37252.5270439306,372.525270439306,226.590003911066,111.928334853687,-28.7535700991375,194.9059002079,0,normal,,normal_semisynthetic
40,2026-01-12 09:10:10,2026-01,segment_1,200_stab,478.37625,39.768927,-56.737582,-117.680077251824,17985.7453169878,-4658.50517875518,32975.5056941535,37849.3418819032,378.493418819032,260.813341567208,123.936694892527,-32.1009624465943,227.228569965513,0,normal,,normal_semisynthetic
41,2026-01-12 09:10:30,2026-01,segment_1,200_stab,478.662375,41.030483,-57.102738,-134.249718947616,17550.9213377195,-4589.64071966253,33882.5841365898,38433.437909085,384.33437909085,250.084660143234,114.20305954224,-29.8645867244947,220.472458347803,0,normal,,normal_semisynthetic
42,2026-01-12 09:10:50,2026-01,segment_1,200_stab,478.94684375,42.285913,-57.477299,-143.003229318325,17099.448301573,-4520.48078929057,34760.2559637855,39001.2983559829,390.012983559829,247.009754241505,108.297177290995,-28.6298891545701,220.149652573535,0,normal,,normal_semisynthetic
43,2026-01-12 09:11:00,2026-01,segment_1,200_stab,479.08809375,42.911316,-57.66836,-124.563526433954,16867.7832618318,-4485.66539689445,35187.7041836691,39278.7198357894,392.787198357894,268.22367192394,115.18549440054,-30.6313863793725,240.287241085627,0,normal,,normal_semisynthetic
44,2026-01-12 09:11:20,2026-01,segment_1,200_stab,479.37084375,44.170564,-58.062721,-120.752489510413,16388.2045807539,-4414.57024039705,36027.7189466237,39825.3463548649,398.253463548649,277.500974038236,114.192170317222,-30.7604993753117,251.039300725193,0,normal,,normal_semisynthetic
45,2026-01-12 09:11:30,2026-01,segment_1,200_stab,479.51009375,44.795676,-58.263576,-167.467940829428,16143.8467328491,-4378.67884420841,36434.1024434002,40090.4032981787,400.904032981787,233.43609215236,94.0014612872235,-25.4959190751932,212.146394043695,0,normal,,normal_semisynthetic
46,2026-01-12 09:11:50,2026-01,segment_1,200_stab,479.7869375,46.051799,-58.678162,-124.189474298607,15640.8389345453,-4305.09472175799,37228.513311227,40609.5048788322,406.095048788322,281.905574489715,108.576543804217,-29.8853730029699,258.435197959528,0,normal,,normal_semisynthetic
47,2026-01-12 09:12:00,2026-01,segment_1,200_stab,479.9226875,46.675843,-58.889912,-144.717260852467,15385.2636990072,-4267.70946936415,37611.8137328672,40860.3501634383,408.603501634383,263.886240781915,99.3618357339073,-27.5619226001543,242.906389574631,0,normal,,normal_semisynthetic
48,2026-01-12 09:12:20,2026-01,segment_1,200_stab,480.19140625,47.931044,-59.328382,-143.094841870904,14860.5191481168,-4190.59436085505,38359.1016525616,41349.93095569,413.4993095569,270.404467685996,97.1791409782543,-27.4040466633237,250.846185798687,0,normal,,normal_semisynthetic
49,2026-01-12 09:12:30,2026-01,segment_1,200_stab,480.3225,48.554667,-59.55287,-124.03864298475,14594.8196957599,-4151.23060710946,38718.298593325,41585.4316253542,415.854316253542,291.815673268792,102.415604919636,-29.1302532440012,271.696263095766,0,normal,,normal_semisynthetic
50,2026-01-12 09:12:40,2026-01,segment_1,200_stab,480.453125,49.184769,-59.784441,-127.232095584598,14323.2237742392,-4110.68635785973,39072.8770100279,41817.965032512,418.17965032512,290.947554740521,99.6535084831665,-28.6000082307847,271.848666330521,0,normal,,normal_semisynthetic
51,2026-01-12 09:13:00,2026-01,segment_1,200_stab,480.705375,50.430562,-60.257329,-125.956677414368,13777.6752699897,-4028.06104864001,39748.6714130481,42261.1700117179,422.611700117179,296.655022702811,96.7132847689139,-28.2752356714517,279.018375903337,0,normal,,normal_semisynthetic
52,2026-01-12 09:13:10,2026-01,segment_1,200_stab,480.828,51.052471,-60.501365,-145.081847670432,13501.4487130187,-3985.50400788666,40073.2220589607,42473.9506725467,424.739506725467,279.657659055035,88.8964525585076,-26.24141864252,263.85074367582,0,normal,,normal_semisynthetic
53,2026-01-12 09:13:20,2026-01,segment_1,200_stab,480.949375,51.680152,-60.753419,-161.246364515928,13220.2980230789,-3941.6121394495,40391.9749421456,42682.8329168039,426.828329168039,265.581964652111,82.2595990547156,-24.5255767800615,251.327742987991,0,normal,,normal_semisynthetic
54,2026-01-12 09:13:40,2026-01,segment_1,200_stab,481.18175,52.921696,-61.270198,-140.634605066289,12658.0215803401,-3851.86181012595,40995.9834406909,43078.2196475443,430.782196475443,290.147591409153,85.256412720625,-25.9437004544977,276.122967710531,0,normal,,normal_semisynthetic
55,2026-01-12 09:13:50,2026-01,segment_1,200_stab,481.2946875,53.547273,-61.540414,-128.239237112509,12372.0339803562,-3805.09110579117,41286.8149877277,43268.3144456231,432.683144456231,304.443907343721,87.0519319975486,-26.7733286791598,290.501708644965,0,normal,,normal_semisynthetic
56,2026-01-12 09:14:10,2026-01,segment_1,200_stab,481.50940625,54.786327,-62.096842,-134.194864514613,11801.4063197146,-3709.22932668212,41835.7645705339,43626.399926215,436.26399926215,302.069134747537,81.7129215756854,-25.6826988975954,289.670777939417,0,normal,,normal_semisynthetic
57,2026-01-12 09:14:30,2026-01,segment_1,200_stab,481.711375,56.025491,-62.684239,-130.295424256445,11226.6929196138,-3608.87746463202,42348.4169909001,43959.6525475485,439.596525475485,309.30110121904,78.9912631663464,-25.3921427783784,297.964411706865,0,normal,,normal_semisynthetic
58,2026-01-12 09:14:50,2026-01,segment_1,200_stab,481.89934375,57.26404,-63.305916,-133.355219283653,10650.1260687747,-3503.89186784956,42824.2748875483,44267.6062504703,442.676062504703,309.32084322105,74.4179831492212,-24.4835191897708,299.235534526011,0,normal,,normal_semisynthetic
59,2026-01-12 09:15:00,2026-01,segment_1,200_stab,481.98709375,57.878565,-63.628492,-151.940795212046,10363.8612701269,-3450.00865489376,43046.8139301372,44411.038826863,444.11038826863,292.169593056584,68.1813623318423,-22.6967810564318,283.194684037502,0,normal,,normal_semisynthetic
60,2026-01-12 09:15:20,2026-01,segment_1,200_stab,482.15175,59.113402,-64.307973,-128.282622667357,9789.47782124654,-3338.04420597122,43466.9040539569,44680.5121184794,446.805121184794,318.522498517437,69.7881198527006,-23.7965531332364,309.870818968475,0,normal,,normal_semisynthetic
61,2026-01-12 09:15:40,2026-01,segment_1,200_stab,482.29959375,60.345602,-65.032212,-116.999569975284,9219.09137068379,-3221.29918730609,43850.3927844545,44924.6631763232,449.246631763232,332.247061787948,68.1811682870586,-23.8235996544192,324.302134524647,0,normal,,normal_semisynthetic
62,2026-01-12 09:15:50,2026-01,segment_1,200_stab,482.3666875,60.958544,-65.411574,-151.1466941796,8937.00687523444,-3161.32472271128,44028.0601425046,45037.0308280021,450.370308280021,299.223614100421,59.3769937156976,-21.0036716782523,292.520067052905,0,normal,,normal_semisynthetic
63,2026-01-12 09:16:00,2026-01,segment_1,200_stab,482.42896875,61.568029,-65.802534,-108.929292867682,8657.91930553332,-3100.41993390041,44196.2339564726,45142.876142343,451.42876142343,342.499468555747,65.6877233872632,-23.5229181302541,335.317284493068,0,normal,,normal_semisynthetic
64,2026-01-12 09:16:20,2026-01,segment_1,200_stab,482.54009375,62.790762,-66.632074,-111.695709969895,8103.20345815889,-2974.37997370101,44508.5844365868,45337.8752376096,453.378752376096,341.6830424062,61.0687465239527,-22.4160306004631,335.433199367727,0,normal,,normal_semisynthetic
65,2026-01-12 09:16:40,2026-01,segment_1,200_stab,482.6315625,64.008954,-67.52601,-159.323456143012,7558.97271774232,-2843.62939327265,44787.5452823236,45509.8726551728,455.098726551728,295.775270408717,49.1268612536586,-18.4811603211944,291.080759930806,0,normal,,normal_semisynthetic
66,2026-01-12 09:16:50,2026-01,segment_1,200_stab,482.669875,64.620078,-68.003078,-122.270314898456,7289.68485549422,-2776.06651505771,44915.8120425192,45588.1149207483,455.881149207483,333.610834309027,53.3454355530827,-20.3150726410987,328.6909659507,0,normal,,normal_semisynthetic
67,2026-01-12 09:17:10,2026-01,segment_1,200_stab,482.73,65.824732,-69.006965,-116.770479559934,6767.22081676264,-2638.98360769406,45146.7975339146,45727.3751666634,457.273751666634,340.503272106699,50.3912770583894,-19.6508666893888,336.180072208555,0,normal,,normal_semisynthetic
68,2026-01-12 09:17:20,2026-01,segment_1,200_stab,482.75225,66.431397,-69.547937,-131.988175248156,6508.7094534183,-2567.96559944559,45252.5907440738,45790.3342979671,457.903342979671,325.915167731516,46.326089681348,-18.2776333019527,322.087749057888,0,normal,,normal_semisynthetic
69,2026-01-12 09:17:40,2026-01,segment_1,200_stab,482.77971875,67.627411,-70.694015,-139.614662192749,6009.0210485302,-2423.99769407349,45441.6946152346,45901.3257791841,459.013257791841,319.398595599093,41.8130163180669,-16.8670827275672,316.200310020909,0,normal,,normal_semisynthetic
70,2026-01-12 09:18:00,2026-01,segment_1,200_stab,482.7845,68.820884,-71.95911,-137.12106968871,5524.69182358175,-2274.97885339658,45606.3953305722,45996.0981342699,459.960981342699,322.839911653989,38.7770070199012,-15.9677451313644,320.104644450458,0,normal,,normal_semisynthetic
71,2026-01-12 09:18:20,2026-01,segment_1,200_stab,482.7656875,70.006222,-73.359271,-144.391828749673,5059.0176606114,-2121.48111023015,45748.4730266478,46076.2099793523,460.762099793523,316.370271043851,34.7364244850104,-14.5665963879991,314.119950789544,0,normal,,normal_semisynthetic
72,2026-01-12 09:18:40,2026-01,segment_1,200_stab,482.7230625,71.17178,-74.904991,-91.8931843535192,4617.08546857847,-1964.92539505098,45869.6094596369,46143.2495822725,461.432495822725,369.539311469206,36.9760387597074,-15.7361517480654,367.347858040491,0,normal,,normal_semisynthetic
73,2026-01-12 09:18:50,2026-01,segment_1,200_stab,482.6921875,71.756813,-75.75539,-118.320460873158,4401.53314747323,-1884.12647441337,45924.2315723075,46173.1358273056,461.731358273056,343.410897399898,32.73623116616,-14.0131171903331,341.559681708262,0,normal,,normal_semisynthetic
74,2026-01-12 09:19:00,2026-01,segment_1,200_stab,482.6553125,72.333547,-76.649838,-131.248595836826,4193.28448304348,-1802.93928050244,45974.4474909547,46200.4766956301,462.004766956301,330.756171119475,30.0203551829879,-12.9075138576718,329.137993999959,0,normal,,normal_semisynthetic
75,2026-01-12 09:19:20,2026-01,segment_1,200_stab,482.5628125,73.472591,-78.606298,-135.762425870677,3794.80440385835,-1637.8188571964,46064.2570664176,46249.311023555,462.49311023555,326.730684364874,26.808594819326,-11.5704572508103,325.423360975144,0,normal,,normal_semisynthetic
76,2026-01-12 09:19:40,2026-01,segment_1,200_stab,482.444125,74.597441,-80.839968,-98.2126832893929,3418.7052939044,-1467.87817073263,46142.7891534214,46292.5393888452,462.925393888452,364.712710599059,26.934043604868,-11.5645811084212,363.532913271125,0,normal,,normal_semisynthetic
77,2026-01-12 09:20:00,2026-01,segment_1,200_stab,482.29890625,75.700517,-83.405045,-117.774596743037,3067.71782568168,-1293.56796667931,46212.4295330589,46332.20104949,463.3220104949,345.547413751863,22.8791625861354,-9.64748177883537,344.654152978439,0,normal,,normal_semisynthetic
78,2026-01-12 09:20:10,2026-01,segment_1,200_stab,482.2169375,76.237253,-84.821141,-128.117817946503,2903.73366656357,-1205.59667007228,46244.4264864242,46351.1824401009,463.511824401009,335.394006454506,21.0112194950828,-8.72361558124846,334.621527628043,0,normal,,normal_semisynthetic
79,2026-01-12 09:20:30,2026-01,segment_1,200_stab,482.03225,77.289178,-88.004091,-88.4075264147168,2596.42867228899,-1026.14615022032,46305.0373868794,46389.124858874,463.89124858874,375.483722174023,21.0160615272726,-8.30585136390142,374.803099785289,0,normal,,normal_semisynthetic
80,2026-01-12 09:20:50,2026-01,segment_1,200_stab,481.821,78.296774,-91.715842,-88.3129260475541,2321.86122752289,-843.764840786349,46362.4773194209,46428.2487485823,464.282487485823,375.969561438269,18.8021123122581,-6.83269142597504,375.436953466969,0,normal,,normal_semisynthetic
81,2026-01-12 09:21:10,2026-01,segment_1,200_stab,481.58134375,79.255036,-96.104668,-142.359157237017,2082.92749994085,-658.164897811257,46419.0675017211,46470.4378689512,464.704378689512,322.345221452495,14.448362378925,-4.56540371613281,321.988887551627,0,normal,,normal_semisynthetic
82,2026-01-12 09:21:20,2026-01,segment_1,200_stab,481.45159375,79.707584,-98.581411,-113.008649305586,1979.6545071379,-565.373490751696,46447.3621729748,46492.9686294515,464.929686294515,351.92103698893,14.9846759105517,-4.279503568317,351.575826262882,0,normal,,normal_semisynthetic
83,2026-01-12 09:21:40,2026-01,segment_1,200_stab,481.1724375,80.547697,-104.180636,-114.32686037863,1810.35223797466,-381.966291124338,46504.7434354818,46541.5345199649,465.415345199649,351.088484821019,13.6564862069645,-2.88138257121758,350.810949362867,0,normal,,normal_semisynthetic
84,2026-01-12 09:22:00,2026-01,segment_1,200_stab,480.8645625,81.288561,-110.801863,-119.554878507202,1697.70575490283,-204.50962067582,46564.4957552464,46595.8828004743,465.958828004743,346.403949497541,12.6211146401342,-1.52036909818193,346.170611361711,0,normal,,normal_semisynthetic
85,2026-01-12 09:22:10,2026-01,segment_1,200_stab,480.70034375,81.611629,-114.516652,-154.509161385803,1666.42998228885,-120.889326180211,46595.3724055633,46625.3185804471,466.253185804471,311.744024418668,11.1420062083719,-0.808284558692202,311.543799704748,0,normal,,normal_semisynthetic
86,2026-01-12 09:22:30,2026-01,segment_1,200_stab,480.35153125,82.14355,-122.753498,-109.371689947042,1660.60233564823,28.8062230883538,46659.2883635431,46688.8382861248,466.888382861248,357.516692914207,12.715952614803,0.220581749127773,357.290416335369,0,normal,,normal_semisynthetic
87,2026-01-12 09:22:40,2026-01,segment_1,200_stab,480.16509375,82.346434,-127.291217,-141.059443416935,1688.37515640991,91.9419486566957,46692.6605280617,46723.2662725918,467.232662725918,326.173219308983,11.7864782173967,0.641842999758075,325.959561852663,0,normal,,normal_semisynthetic
88,2026-01-12 09:22:50,2026-01,segment_1,200_stab,479.97303125,82.499533,-132.008705,-105.908209835577,1736.96981044185,143.886183974441,46726.5064271155,46759.0009542505,467.590009542505,361.681799706928,13.435495931401,1.11296248659709,361.430453895107,0,normal,,normal_semisynthetic
89,2026-01-12 09:23:10,2026-01,segment_1,200_stab,479.56871875,82.649865,-141.85374,-139.329188408381,1895.05253301875,208.921138880823,46795.9535280438,46834.7748872994,468.347748872994,329.018560464612,13.3129166931841,1.46769003439443,328.745836879023,0,normal,,normal_semisynthetic
90,2026-01-12 09:23:30,2026-01,segment_1,200_stab,479.13859375,82.584726,-151.778032,-113.848159453423,2124.5302142117,215.940291510969,46866.8877543294,46915.5137094065,469.155137094065,355.306977640642,16.0897824543363,1.63538851568023,354.938716914769,0,normal,,normal_semisynthetic
91,2026-01-12 09:23:40,2026-01,segment_1,200_stab,478.91309375,82.472472,-156.614872,-108.959732975217,2261.48880648422,197.739366434061,46902.7095491793,46957.6148833559,469.576148833559,360.616415858342,17.3673639498919,1.5185622560831,360.194764016113,0,normal,,normal_semisynthetic
92,2026-01-12 09:23:50,2026-01,segment_1,200_stab,478.67828125,82.307734,-161.331459,-103.522266301471,2411.96300946039,165.868900742414,46938.9001008057,47001.1214836907,470.011214836907,366.488948535436,18.80716373013,1.29335465003552,366.003780342207,0,normal,,normal_semisynthetic
93,2026-01-12 09:24:10,2026-01,segment_1,200_stab,478.19303125,81.842291,-169.987344,-92.8479087774919,2738.0746727353,69.0124006260923,47009.7202769047,47089.4427248586,470.894427248586,378.046518471094,21.9819886888366,0.554049831094171,377.406485543351,0,normal,,normal_semisynthetic
94,2026-01-12 09:24:30,2026-01,segment_1,200_stab,477.6810625,81.217247,-177.584659,-110.759494036708,3092.28444414222,-61.1070379800447,47077.9197226655,47179.4073994928,471.794073994928,361.034579958219,23.6633242539249,-0.467614050401438,360.257958063332,0,normal,,normal_semisynthetic
95,2026-01-12 09:24:40,2026-01,segment_1,200_stab,477.4158125,80.855554,179.033014,-128.203008985221,3277.25674664745,-134.41584192753,47110.3447997636,47224.3905895526,472.243905895526,344.040896910305,23.8755934474965,-0.979251319887481,343.210046256268,0,normal,,normal_semisynthetic
96,2026-01-12 09:25:00,2026-01,segment_1,200_stab,476.86671875,80.051607,173.043293,-92.7645413534086,3661.00083098015,-291.234118274388,47170.6056962362,47313.3573755433,473.133573755433,380.369032402024,29.4320974233534,-2.34133542650996,379.221400503894,0,normal,,normal_semisynthetic
97,2026-01-12 09:25:10,2026-01,segment_1,200_stab,476.57953125,79.610315,170.373086,-107.517281108982,3861.77536580653,-373.83960337465,47198.2147609776,47357.4127423402,473.574127423402,366.05684631442,29.8502225886591,-2.88965419169551,364.82629955051,0,normal,,normal_semisynthetic
