sample_id,timestamp_utc,month_block,segment_id,source_dataset,altitude_km,latitude_deg,longitude_deg,residual_mGs,Bx_model_nT,By_model_nT,Bz_model_nT,B_model_nT,B_model_mGs,B_teaching_mGs,Bx_teaching_mGs,By_teaching_mGs,Bz_teaching_mGs,is_anomaly,anomaly_type,anomaly_id,quality_flag
5675,2026-05-11 14:22:40,2026-05,segment_9,200_stab,474.1495,11.243034,89.81638,-88.4075264147168,32462.0028200354,-635.142296285641,5665.49887075683,32958.806262956,329.58806262956,241.180536214843,237.545109621993,-4.64773992021273,41.4580566016886,0,normal,NaN,normal_semisynthetic
5676,2026-05-11 14:23:00,2026-05,segment_9,200_stab,474.1740625,12.514772,89.562376,-88.3129260475541,32333.1235043364,-601.775423276953,7399.28750188176,33174.4248592531,331.744248592531,243.431322544977,237.257919317788,-4.41578076439545,54.2953902024075,0,normal,NaN,normal_semisynthetic
5677,2026-05-11 14:23:10,2026-05,segment_9,200_stab,474.19378125,13.147949,89.43528,-142.359157237017,32253.7610816331,-584.285256807987,8258.01937882933,33299.2699204279,332.992699204279,190.633541967262,184.648153891973,-3.34494925236266,47.2759759472916,0,normal,NaN,normal_semisynthetic
5678,2026-05-11 14:23:30,2026-05,segment_9,200_stab,474.24825,14.421159,89.178314,-113.008649305586,32064.0130790144,-547.187149426278,9973.755444486,33583.8673498768,335.838673498768,222.830024193182,212.745742939385,-3.63060407768384,66.1761834585096,0,normal,NaN,normal_semisynthetic
5679,2026-05-11 14:23:40,2026-05,segment_9,200_stab,474.28296875,15.06118,89.048387,-114.32686037863,31953.610004585,-527.510408707204,10829.8772540061,33743.1133847078,337.431133847078,223.104273468448,211.272352479422,-3.48781765155676,71.605481953023,0,normal,NaN,normal_semisynthetic
5680,2026-05-11 14:23:50,2026-05,segment_9,200_stab,474.322,15.693446,88.919501,-119.554878507202,31834.8221699794,-507.366078799076,11670.9472688569,33910.5342494713,339.105342494713,219.55046398751,206.111467515078,-3.28489245236818,75.5624157732418,0,normal,NaN,normal_semisynthetic
5681,2026-05-11 14:24:10,2026-05,segment_9,200_stab,474.4144375,16.964773,88.658629,-154.509161385803,31567.2089574785,-464.665062572598,13346.5669971717,34275.8726452803,342.758726452803,188.249565067001,173.373072601923,-2.55202826887522,73.3018662531738,0,normal,NaN,normal_semisynthetic
5682,2026-05-11 14:24:20,2026-05,segment_9,200_stab,474.46771875,17.603194,88.526711,-109.371689947042,31418.6006733021,-442.087713108613,14179.4438973561,34472.8957160952,344.728957160952,235.35726721391,214.504637354878,-3.01827142352624,96.8075091161131,0,normal,NaN,normal_semisynthetic
5683,2026-05-11 14:24:40,2026-05,segment_9,200_stab,474.58734375,18.876457,88.261631,-141.059443416935,31094.5560361533,-394.748667014476,15821.6632635462,34890.5756619267,348.905756619267,207.846313202332,185.233081144895,-2.35155349328401,94.251078283162,0,normal,NaN,normal_semisynthetic
5684,2026-05-11 14:24:50,2026-05,segment_9,200_stab,474.65328125,19.509454,88.128808,-105.908209835577,30920.0591257026,-370.05903830829,16628.0613702761,35109.5346731119,351.095346731119,245.187136895542,215.92997002828,-2.58430414785914,116.121925210922,0,normal,NaN,normal_semisynthetic
5685,2026-05-11 14:25:10,2026-05,segment_9,200_stab,474.79809375,20.780261,87.859897,-139.329188408381,30543.7099833009,-318.171500066792,18225.2810620629,35569.3733770872,355.693733770872,216.36454536249,185.793993449368,-1.9354018759183,110.862359291294,0,normal,NaN,normal_semisynthetic
5686,2026-05-11 14:25:30,2026-05,segment_9,200_stab,474.959,22.051191,87.587744,-113.848159453423,30133.7617188523,-263.203559104482,19791.6376392115,36053.041368017,360.53041368017,246.682254226747,206.181336915793,-1.8008923745888,135.418416933077,0,normal,NaN,normal_semisynthetic
5687,2026-05-11 14:25:40,2026-05,segment_9,200_stab,475.04490625,22.684257,87.450891,-108.959732975217,29917.5039532064,-234.692206089446,20559.5662368061,36301.6237524899,363.016237524899,254.056504549682,209.37731411206,-1.64249075828319,143.885892509763,0,normal,NaN,normal_semisynthetic
5688,2026-05-11 14:26:00,2026-05,segment_9,200_stab,475.2281875,23.953815,87.173688,-103.522266301471,29460.6328208746,-175.297838860153,22073.5982286317,36813.0867260238,368.130867260238,264.608600958767,211.75993450668,-1.26002245443574,158.662705707727,0,normal,NaN,normal_semisynthetic
5689,2026-05-11 14:26:10,2026-05,segment_9,200_stab,475.32559375,24.591565,87.032969,-92.8479087774919,29219.8585311729,-144.36941934156,22820.5641581325,37075.5866252504,370.755866252504,277.907957475012,219.023674100861,-1.0821517365754,171.056399935553,0,normal,NaN,normal_semisynthetic
5690,2026-05-11 14:26:30,2026-05,segment_9,200_stab,475.52953125,25.860942,86.749765,-110.759494036708,28719.2297193565,-80.7064013094668,24279.0866462515,37606.8440256899,376.068440256899,265.308946220191,202.608561566428,-0.569367912660032,171.284218609395,0,normal,NaN,normal_semisynthetic
5691,2026-05-11 14:26:50,2026-05,segment_9,200_stab,475.74615625,27.130304,86.462129,-128.203008985221,28191.5397367675,-14.3498629285132,25698.5537151081,38146.8056552132,381.468056552132,253.265047566911,187.169843707245,-0.095271901663721,170.618360234004,0,normal,NaN,normal_semisynthetic
5692,2026-05-11 14:27:00,2026-05,segment_9,200_stab,475.8586875,27.763519,86.316871,-92.7645413534086,27918.7183537505,19.7169746108137,26391.5534139309,38418.3460715775,384.183460715775,291.418919362367,211.774934753149,0.149561342996737,200.1907620347,0,normal,NaN,normal_semisynthetic
5693,2026-05-11 14:27:20,2026-05,segment_9,200_stab,476.091875,29.029404,86.022723,-107.517281108982,27355.2572602897,89.6580891824028,27745.9325875536,38963.5074589372,389.635074589372,282.11779348039,198.067507821121,0.649175188205643,200.896217772633,0,normal,NaN,normal_semisynthetic
5694,2026-05-11 14:27:30,2026-05,segment_9,200_stab,476.21196875,29.66024,85.874166,-140.242940906019,27065.9066279882,125.390324337646,28405.0974404413,39235.5525630693,392.355525630693,252.112584724675,173.915116065464,0.805710043650174,182.520241649572,0,normal,NaN,normal_semisynthetic
5695,2026-05-11 14:27:40,2026-05,segment_9,200_stab,476.335625,30.297217,85.722761,-115.576522939522,26768.2537485726,162.038219350502,29059.8293054837,39509.9904378165,395.099904378165,279.523381438643,189.378755097015,1.14638020645525,205.591083710409,0,normal,NaN,normal_semisynthetic
5696,2026-05-11 14:28:00,2026-05,segment_9,200_stab,476.58865625,31.564893,85.417032,-112.743460000748,26160.3418166362,236.59517317782,30329.8351885544,40053.9431742256,400.539431742256,287.795971741508,187.967535717022,1.69998587849091,217.926218971288,0,normal,NaN,normal_semisynthetic
5697,2026-05-11 14:28:20,2026-05,segment_9,200_stab,476.8493125,32.829905,85.105701,-125.494303775071,25534.5165334207,313.023324814192,31552.53452935,40591.5256355712,405.915256355712,280.420952580641,176.401683303895,2.16247843730794,217.976330047083,0,normal,NaN,normal_semisynthetic
5698,2026-05-11 14:28:40,2026-05,segment_9,200_stab,477.116375,34.091551,84.78849,-100.954326111658,24892.9489677559,391.116479929068,32726.6735412432,41119.9105238238,411.199105238238,310.244779126581,187.8143059148,2.95092679878418,246.918815605597,0,normal,NaN,normal_semisynthetic
5699,2026-05-11 14:28:50,2026-05,segment_9,200_stab,477.25296875,34.725918,84.626294,-100.61646898832,24564.3208742318,431.040436599364,33299.6989347213,41381.8994853219,413.818994853219,313.202525864899,185.917211139478,3.26236724683735,252.031684060195,0,normal,NaN,normal_semisynthetic
5700,2026-05-11 14:29:00,2026-05,segment_9,200_stab,477.3899375,35.35559,84.463414,-106.906973537233,24234.4016992882,471.079598862671,33856.888851646,41639.1290065443,416.391290065443,309.48431652821,180.123057934173,3.50131597761046,251.642538065011,0,normal,NaN,normal_semisynthetic
5701,2026-05-11 14:29:20,2026-05,segment_9,200_stab,477.667375,36.614913,84.131733,-84.4618499827133,23564.2640411039,552.308389309909,34936.28608091,42144.082259351,421.44082259351,336.978972610797,188.41699857253,4.41619092447271,279.346308170461,0,normal,NaN,normal_semisynthetic
5702,2026-05-11 14:29:30,2026-05,segment_9,200_stab,477.80871875,37.249649,83.961399,-117.997497966421,23221.6942191278,593.793661669313,35462.5206623795,42393.2783003274,423.932783003274,305.935285036853,167.581652677062,4.28517067844868,255.918787174489,0,normal,NaN,normal_semisynthetic
5703,2026-05-11 14:29:50,2026-05,segment_9,200_stab,478.090625,38.50569,83.617669,-118.330895929991,22535.3258692167,676.863074253214,36468.3557340084,42874.7014636284,428.747014636284,310.416118706293,163.157483348031,4.9005404406963,264.033685509265,0,normal,NaN,normal_semisynthetic
5704,2026-05-11 14:30:10,2026-05,segment_9,200_stab,478.37625,39.768927,83.262418,-107.342986004276,21835.0058964458,761.581245763347,37432.0266326692,43341.7132370258,433.417132370258,326.074146365982,164.272022881123,5.7296294044159,281.613605448558,0,normal,NaN,normal_semisynthetic
5705,2026-05-11 14:30:30,2026-05,segment_9,200_stab,478.662375,41.030483,82.897262,-102.967737376101,21127.1961575397,847.189948008401,38346.093623434,43789.2571810065,437.892571810065,334.924834433964,161.592662918865,6.47978457131504,293.29246223406,0,normal,NaN,normal_semisynthetic
5706,2026-05-11 14:30:50,2026-05,segment_9,200_stab,478.94684375,42.285913,82.522701,-110.417856930965,20416.0621491355,933.196251311712,39207.5117476043,44214.4255459613,442.144255459613,331.726398528648,153.17504830702,7.00146677799246,294.161159094613,0,normal,NaN,normal_semisynthetic
5707,2026-05-11 14:31:00,2026-05,segment_9,200_stab,479.08809375,42.911316,82.33164,-128.983562499615,20059.7824765958,976.284400004592,39618.6249549228,44418.2783047347,444.182783047347,315.199220547732,142.347430884238,6.92787054471575,281.140111268867,0,normal,NaN,normal_semisynthetic
5708,2026-05-11 14:31:20,2026-05,segment_9,200_stab,479.37084375,44.170564,81.937279,-102.887665113241,19339.3380832395,1063.40172145163,40409.9864329661,44811.9160964082,448.119160964082,345.231495850841,148.990473892658,8.19245859064103,311.318981173476,0,normal,NaN,normal_semisynthetic
5709,2026-05-11 14:31:30,2026-05,segment_9,200_stab,479.51009375,44.795676,81.736424,-122.666734375009,18980.5715612385,1106.77233946786,40784.7413671044,44998.69076078,449.9869076078,327.32017323279,138.064549577893,8.05065453592322,296.667933751763,0,normal,NaN,normal_semisynthetic
5710,2026-05-11 14:31:50,2026-05,segment_9,200_stab,479.7869375,46.051799,81.321838,-128.487933792564,18258.4101833616,1194.02497265667,41501.5007781851,45356.0338312435,453.560338312435,325.072404519871,130.860324407971,8.55772729957932,297.446480866117,0,normal,NaN,normal_semisynthetic
5711,2026-05-11 14:32:00,2026-05,segment_9,200_stab,479.9226875,46.675843,81.110088,-81.1427815359336,17899.4283793575,1237.36088870178,41839.5912903329,45524.4110079278,455.244110079278,374.101328543345,147.09031459447,10.1681348995443,343.820959807659,0,normal,NaN,normal_semisynthetic
5712,2026-05-11 14:32:20,2026-05,segment_9,200_stab,480.19140625,47.931044,80.671618,-106.042158386659,17177.9806943534,1324.33993660321,42483.5424796896,45844.1738787695,458.441738787695,352.399580401036,132.045419878983,10.1800686648088,326.566742883884,0,normal,NaN,normal_semisynthetic
5713,2026-05-11 14:32:30,2026-05,segment_9,200_stab,480.3225,48.554667,80.44713,-53.9796998125692,16820.2577523003,1367.39250297576,42785.6125016182,45993.4720395149,459.934720395149,405.95502058258,148.461679000292,12.0691008326808,377.641291981833,0,normal,NaN,normal_semisynthetic
5714,2026-05-11 14:32:40,2026-05,segment_9,200_stab,480.453125,49.184769,80.215559,-81.3241511339514,16459.5819310016,1410.73333138015,43078.8302361217,46137.7678305769,461.377678305769,380.053527171817,135.5835460359,11.6207221046908,354.855948770534,0,normal,NaN,normal_semisynthetic
5715,2026-05-11 14:33:00,2026-05,segment_9,200_stab,480.705375,50.430562,79.742671,-105.157014322291,15749.5748380296,1495.80608943057,43623.2849140303,46403.4215346943,464.034215346943,358.877201024652,121.804883094115,11.5683431285152,337.376035466331,0,normal,NaN,normal_semisynthetic
5716,2026-05-11 14:33:10,2026-05,segment_9,200_stab,480.828,51.052471,79.498635,-84.4951331492136,15397.0912477161,1537.88895230642,43877.6702114359,46526.1804203145,465.261804203145,380.766671053931,126.008606882045,12.585964537176,359.091467837664,0,normal,NaN,normal_semisynthetic
5717,2026-05-11 14:33:20,2026-05,segment_9,200_stab,480.949375,51.680152,79.246581,-86.7614087036379,15042.9413355306,1580.04746270858,44122.7538912609,46643.3708575764,466.433708575764,379.672299872126,122.448014127063,12.8614258155881,359.154733857871,0,normal,NaN,normal_semisynthetic
5718,2026-05-11 14:33:40,2026-05,segment_9,200_stab,481.18175,52.921696,78.729802,-74.2250197121323,14348.029752897,1662.33680145693,44573.3537352306,46855.2364697639,468.552364697639,394.327344985507,120.75108151218,13.9900021166944,375.123327930606,0,normal,NaN,normal_semisynthetic
5719,2026-05-11 14:33:50,2026-05,segment_9,200_stab,481.2946875,53.547273,78.459586,-88.4349766312654,14001.1243979606,1703.15926946031,44783.3894065619,46951.9350255565,469.519350255565,381.084373624299,113.639825884247,13.8236556817396,363.483419618028,0,normal,NaN,normal_semisynthetic
5720,2026-05-11 14:34:10,2026-05,segment_9,200_stab,481.50940625,54.786327,77.903158,-109.333024360042,13321.481212959,1782.52479571054,45166.297900926,47123.6004824518,471.236004824518,361.902980464476,102.307202883759,13.6895532114466,346.871157117514,0,normal,NaN,normal_semisynthetic
5721,2026-05-11 14:34:30,2026-05,segment_9,200_stab,481.711375,56.025491,77.315761,-84.0575383781363,12653.0801741891,1859.61246713432,45506.0680425747,47269.0260648325,472.690260648325,388.632722270189,104.03008910007,15.2892140083181,374.138174096118,0,normal,NaN,normal_semisynthetic
5722,2026-05-11 14:34:50,2026-05,segment_9,200_stab,481.89934375,57.26404,76.694084,-52.899787964492,11997.9602244714,1934.00065840518,45803.6523146625,47388.4582304298,473.884582304298,420.984794339806,106.586266070013,17.1810795251604,406.905855766333,0,normal,NaN,normal_semisynthetic
5723,2026-05-11 14:35:00,2026-05,segment_9,200_stab,481.98709375,57.878565,76.371508,-51.6049618492905,11678.2242272813,1969.80139281428,45936.1007267659,47438.2376212415,474.382376212415,422.777414363125,104.078264512761,17.5551955853015,409.3901220835,0,normal,NaN,normal_semisynthetic
5724,2026-05-11 14:35:20,2026-05,segment_9,200_stab,482.15175,59.113402,75.692027,-80.4865334579213,11047.395452859,2039.26818712534,46172.6181084705,47519.6193589714,475.196193589714,394.709660131792,91.7623870595307,16.9386637333377,383.521136045226,0,normal,NaN,normal_semisynthetic
5725,2026-05-11 14:35:40,2026-05,segment_9,200_stab,482.29959375,60.345602,74.967788,-99.0547345661186,10434.7391131156,2104.9524658465,46370.4474678613,47576.6014298199,475.766014298199,376.711279732081,82.6222093810253,16.6670025464918,367.160959009118,0,normal,NaN,normal_semisynthetic
5726,2026-05-11 14:35:50,2026-05,segment_9,200_stab,482.3666875,60.958544,74.588426,-82.5055123014968,10136.7210669375,2136.1405654045,46455.1511023014,47596.1897050774,475.961897050774,393.456384749277,83.7957334173663,17.658517402091,384.023929624414,0,normal,NaN,normal_semisynthetic
5727,2026-05-11 14:36:00,2026-05,segment_9,200_stab,482.42896875,61.568029,74.197466,-62.7709119503789,9845.07252152599,2166.10197465494,46530.6286157984,47610.0498855029,476.100498855029,413.32958690465,85.470604802028,18.8051479998574,403.958524522317,0,normal,NaN,normal_semisynthetic
5728,2026-05-11 14:36:20,2026-05,segment_9,200_stab,482.54009375,62.790762,73.367926,-95.0877158417108,9274.80353378393,2222.81890101632,46656.6355356399,47621.471459443,476.21471459443,381.126998752719,74.2286604449565,17.7897967146326,373.405166380508,0,normal,NaN,normal_semisynthetic
5729,2026-05-11 14:36:40,2026-05,segment_9,200_stab,482.6315625,64.008954,72.47399,-81.2126352116636,8727.52464752109,2274.42004822905,46749.9958880182,47612.0235713479,476.120235713479,394.907600501816,72.3885598289733,18.8646836745639,387.757698891779,0,normal,NaN,normal_semisynthetic
5730,2026-05-11 14:36:50,2026-05,segment_9,200_stab,482.669875,64.620078,71.996922,-40.7353741925298,8461.26193468098,2298.29819092351,46785.3462524356,47599.8293280761,475.998293280761,435.262919088231,77.371570882652,21.016125344099,427.81511337011,0,normal,NaN,normal_semisynthetic
5731,2026-05-11 14:37:10,2026-05,segment_9,200_stab,482.73,65.824732,70.993035,-82.346727308566,7953.46166675228,2341.08273864107,46833.8069358647,47561.9984123829,475.619984123829,393.273256815263,65.7643471058329,19.3575809224128,387.252100364426,0,normal,NaN,normal_semisynthetic
5732,2026-05-11 14:37:20,2026-05,segment_9,200_stab,482.75225,66.431397,70.452063,-81.2275288510618,7706.63878699115,2360.31912013293,46848.0712357015,47536.3562575781,475.363562575781,394.136033724719,63.8977044936958,19.5700068236826,388.429287353065,0,normal,NaN,normal_semisynthetic
5733,2026-05-11 14:37:40,2026-05,segment_9,200_stab,482.77971875,67.627411,69.305985,-53.0634276655181,7238.32810689403,2393.27526595509,46857.6040033747,47473.7423553143,474.737423553143,421.673995887625,64.2926928645228,21.2576867671637,416.201296496508,0,normal,NaN,normal_semisynthetic
5734,2026-05-11 14:38:00,2026-05,segment_9,200_stab,482.7845,68.820884,68.04089,-55.1153012674807,6796.29024752744,2418.91248822094,46844.3096994914,47396.5193867247,473.965193867247,418.849892599766,60.0597992655769,21.3762792924273,413.969935776291,0,normal,NaN,normal_semisynthetic
5735,2026-05-11 14:38:20,2026-05,segment_9,200_stab,482.7656875,70.006222,66.640729,-54.4503756766453,6383.57599843537,2436.23818295734,46810.7075649163,47306.7399187475,473.067399187475,418.617023510829,56.4882210951335,21.558255302832,414.227636546466,0,normal,NaN,normal_semisynthetic
5736,2026-05-11 14:38:40,2026-05,segment_9,200_stab,482.7230625,71.17178,65.095009,-71.8861962545729,6004.66298921935,2444.17311292951,46759.9560942098,47207.2394210093,472.072394210093,400.18619795552,50.9028547555883,20.7197954636818,396.394478376994,0,normal,NaN,normal_semisynthetic
5737,2026-05-11 14:38:50,2026-05,segment_9,200_stab,482.6921875,71.756813,64.24461,-65.3732601565993,5824.98274681097,2444.28393827684,46728.5261295069,47153.5799511296,471.535799511296,406.162539354697,50.17412859414,21.0541081356568,402.501291582383,0,normal,NaN,normal_semisynthetic
5738,2026-05-11 14:39:00,2026-05,segment_9,200_stab,482.6553125,72.333547,63.350162,-67.35514653153,5654.98395232385,2441.55693949473,46693.9863957456,47098.4968901971,470.984968901971,403.629822370441,48.4626966653631,20.9239202705998,400.163204329465,0,normal,NaN,normal_semisynthetic
5739,2026-05-11 14:39:20,2026-05,segment_9,200_stab,482.5628125,73.472591,61.393702,-92.0508617599541,5340.86351390708,2426.77883518213,46616.3939115569,46984.0638930533,469.840638930533,377.789777170579,42.9448512885186,19.5132595910097,374.833413908814,0,normal,NaN,normal_semisynthetic
5740,2026-05-11 14:39:40,2026-05,segment_9,200_stab,482.444125,74.597441,59.160032,-32.5772376834048,5060.36864418719,2397.60361317299,46529.1100732625,46864.8473603697,468.648473603697,436.071235920293,47.0860641434424,22.3093860266668,432.947244656487,0,normal,NaN,normal_semisynthetic
5741,2026-05-11 14:40:00,2026-05,segment_9,200_stab,482.29890625,75.700517,56.594955,-67.397554826718,4816.08913376093,2351.17744730493,46434.9622971627,46743.2184757529,467.432184757529,400.034629930811,41.216726129743,20.1216867538162,397.396532890271,0,normal,NaN,normal_semisynthetic
5742,2026-05-11 14:40:10,2026-05,segment_9,200_stab,482.2169375,76.237253,55.178859,-53.337800693354,4709.01922291637,2320.64441066069,46386.5699671527,46682.6962143371,466.826962143371,413.489161450017,41.7098532783053,20.5549676690066,410.866241105626,0,normal,NaN,normal_semisynthetic
5743,2026-05-11 14:40:30,2026-05,segment_9,200_stab,482.03225,77.289178,51.995909,-55.4125578869801,4523.34318926282,2241.4803801504,46287.6365052012,46562.1107891393,465.621107891393,410.208550004413,39.8502992968403,19.7472666299163,407.790453055637,0,normal,NaN,normal_semisynthetic
5744,2026-05-11 14:40:50,2026-05,segment_9,200_stab,481.821,78.296774,48.284158,-28.1411103953308,4378.19199289411,2133.90006205854,46188.6001518065,46444.6862254979,464.446862254979,436.305751859649,41.1291474760109,20.0460579375961,433.900055191138,0,normal,NaN,normal_semisynthetic
5745,2026-05-11 14:41:10,2026-05,segment_9,200_stab,481.58134375,79.255036,43.895332,-0.54919788113358,4273.40713045251,1989.65597606798,46091.0929602037,46331.5183182232,463.315183182232,462.765985301098,42.6834158063576,19.8729750631368,460.364581640397,0,normal,NaN,normal_semisynthetic
5746,2026-05-11 14:41:20,2026-05,segment_9,200_stab,481.45159375,79.707584,41.418589,-4.41547819490478,4236.3779833224,1901.42441097607,46043.9316348455,46277.4886267887,462.774886267887,458.359408072982,41.9595739187331,18.8328233309965,456.046122547881,0,normal,NaN,normal_semisynthetic
5747,2026-05-11 14:41:40,2026-05,segment_9,200_stab,481.1724375,80.547697,35.819364,-60.4021726827531,4190.90705827112,1686.78430501454,45954.0657256387,46175.589871479,461.75589871479,401.353726032037,36.4269556268302,14.6613647538502,399.428259750252,0,normal,NaN,normal_semisynthetic
5748,2026-05-11 14:42:00,2026-05,segment_9,200_stab,480.8645625,81.288561,29.198137,7.27929361116958,4177.45181660668,1410.61697040584,45870.8990253053,46082.3211362777,460.823211362777,468.102504973946,42.434400254681,14.3289947451434,465.954887030389,0,normal,NaN,normal_semisynthetic
5749,2026-05-11 14:42:10,2026-05,segment_9,200_stab,480.70034375,81.611629,25.483348,-15.8573254616663,4179.19611403372,1247.14189646543,45832.507374698,46039.5457766605,460.395457766605,444.538132304939,40.3525274571761,12.0418679207525,442.539058183524,0,normal,NaN,normal_semisynthetic
5750,2026-05-11 14:42:30,2026-05,segment_9,200_stab,480.35153125,82.14355,17.246502,0.749741347877659,4188.47225942561,868.221683773979,45763.036241326,45962.5129293979,459.625129293979,460.374870641857,41.9530450300236,8.69637928565575,458.376849893769,0,normal,NaN,normal_semisynthetic
5751,2026-05-11 14:42:40,2026-05,segment_9,200_stab,480.16509375,82.346434,12.708783,-10.1188975504884,4190.49009805206,652.470005724208,45731.9618587478,45928.1858973355,459.281858973355,449.162961422866,40.9816522355492,6.3809478707863,447.243953115606,0,normal,NaN,normal_semisynthetic
5752,2026-05-11 14:42:50,2026-05,segment_9,200_stab,479.97303125,82.499533,7.99129500000001,-40.4579962106649,4186.86397438899,424.993170035859,45703.9201314282,45897.263148412,458.97263148412,418.514635273455,38.1779594028278,3.87530430684124,416.751635114295,0,normal,NaN,normal_semisynthetic
5753,2026-05-11 14:43:10,2026-05,segment_9,200_stab,479.56871875,82.649865,-1.85373999999999,44.8085212766065,4153.5894384646,-52.6962059306371,45656.7220117231,45845.2979810275,458.452979810275,503.261501086881,45.5955517306349,-0.578466557447414,501.191430009574,0,normal,NaN,normal_semisynthetic
5754,2026-05-11 14:43:30,2026-05,segment_9,200_stab,479.13859375,82.584726,-11.778032,-13.0668869821143,4079.89013175728,-525.130740205316,45621.8972716293,45806.9730111543,458.069730111543,445.002843129428,39.6350727616424,-5.10150872333614,443.20488039867,0,normal,NaN,normal_semisynthetic
5755,2026-05-11 14:43:40,2026-05,segment_9,200_stab,478.91309375,82.472472,-16.614872,-10.2470472710763,4029.82986348004,-747.227039331779,45609.1521990469,45792.9322198604,457.929322198604,447.682274927527,39.3965468774066,-7.30506400527745,445.885599025469,0,normal,NaN,normal_semisynthetic
5756,2026-05-11 14:43:50,2026-05,segment_9,200_stab,478.67828125,82.307734,-21.331459,69.7635336818665,3973.45269483163,-956.207374920288,45599.4717590037,45782.250748102,457.82250748102,527.586041162887,45.78932103073,-11.019153825369,525.479730492476,0,normal,NaN,normal_semisynthetic
5757,2026-05-11 14:44:10,2026-05,segment_9,200_stab,478.19303125,81.842291,-29.987344,13.4338004614536,3856.89037874698,-1314.21546770583,45589.7430032481,45771.4696376622,457.714696376622,471.148496838076,39.7008905067067,-13.5278733025749,469.277894226504,0,normal,NaN,normal_semisynthetic
5758,2026-05-11 14:44:30,2026-05,segment_9,200_stab,477.6810625,81.217247,-37.584659,23.001570718801,3753.10019171561,-1593.5194577314,45592.2639340622,45774.224143555,457.74224143555,480.743812154351,39.4169366564049,-16.7359389085306,478.83277496238,0,normal,NaN,normal_semisynthetic
5759,2026-05-11 14:44:40,2026-05,segment_9,200_stab,477.4158125,80.855554,-40.966986,40.2778731160029,3711.78197742525,-1705.02691666947,45597.909483756,45780.4957544511,457.804957544511,498.082830660514,40.3834612020534,-18.5503590341642,496.096327783058,0,normal,NaN,normal_semisynthetic
